title,journal,year,volume,issue,theory,quant,hypo_testing,hypo_explicit,table,hypo,var,coef,se,t-value,z-value,OR,95% CI (lb),95% CI (ub),99.9% CI (lb),99.9% CI (ub),test,test_type,should_be_test_type,note
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,0,Male,,,,,1.254,1.163,1.353,,,multilevel logistic,0,,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,0,Male,,,,,1.254,1.163,1.352,,,multilevel logistic,0,,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Victimization,,,,,1.271,1.162,1.389,,,multilevel logistic,0,1,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Victimization,,,,,1.271,1.162,1.39,,,multilevel logistic,0,1,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,0,Male,,,,,1.29,1.199,1.388,,,multilevel logistic,0,,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Police involved in crime ,,,,,1.298,1.183,1.424,,,multilevel logistic,0,1,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Police involved in crime ,,,,,1.299,1.184,1.425,,,multilevel logistic,0,1,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Mano dura attitudes,,,,,1.452,1.342,1.571,,,multilevel logistic,0,1,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Mano dura attitudes,,,,,1.453,1.343,1.571,,,multilevel logistic,0,1,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Increase punishment ,,,,,1.697,1.562,1.843,,,multilevel logistic,0,1,
"INSTITUTIONAL INEFFECTIVENESS, ILLEGITIMACY, AND PUBLIC SUPPORT FOR VIGILANTISM IN LATIN AMERICA ",crim,2016,54,1,0,1,1,1,3,1,Increase punishment ,,,,,1.702,1.567,1.849,,,multilevel logistic,0,1,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 1,1.165,0.002,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 2,-0.025,0.001,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 3,-0.068,0,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 4,-0.001,0,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 5,0.003,0,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 1,1.011,0.01,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 2,-0.06,0.003,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 3,-0.034,0.001,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 4,0,0,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Cohort 5,0.001,0,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Lifetime Cocaine Use,-0.524,0.029,,,,,,,,age-cohort model,0,2,"not sure if this is control or IV, treat as control because explicitly talked about in text"
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Lifetime Heroin Use,0.207,0.035,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Lifetime Methadone Use,0.39,0.049,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Lifetime Marijuana Use,0.764,0.027,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Lifetime Barbiturate Use,-0.302,0.028,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Lifetime Amphetamine Use,0.369,0.034,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Used Cocaine in Month Prior,0.589,0.037,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Used Heroin in Month Prior,-0.275,0.056,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Used Methadone in Month Prior,1.285,0.098,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Used Marijuana in Month Prior,-0.137,0.011,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Used Barbiturates in Month Prior  ,0.559,0.067,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Used Amphetamines in Month Prior,-0.845,0.048,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Drunk at Time of Offense,0.102,0.022,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Under the Influence at Time of Offense ,0.545,0.033,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Attended Drug Treatment ,0.269,0.02,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Property Conviction,-0.431,0.037,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Drug Conviction,0.269,0.037,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Violent Conviction ,0.062,0.033,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Number of Prior Incarcerations,0.054,0.006,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1, Years Served,-0.044,0.002,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Years Sentenced,0.002,0.001,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1,Percent Sentence Expected,-0.002,0,,,,,,,,age-cohort model,0,2,
HOW THE U.S. PRISON BOOM HAS CHANGED THE AGE DISTRIBUTION OF THE PRISON POPULATION ,crim,2016,54,1,0,1,1,0,3,1, Age First Admitted to Prison ,0.006,0.001,,,,,,,,age-cohort model,0,2,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,School Punishment Only,0.716,0.115,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Therapy/Medication Only ,0.201,0.167,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Therapy/Medication _ School Punishment ,0.019,0.233,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Non-Hispanic Black,0.318,0.132,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Hispanic,0.188,0.134,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Externalizing behavior symptoms,0.055,0.016,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, PIAT math score,0.001,0.006,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,PIAT reading recognition score ,-0.001,0.005,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Repeated a grade ,-0.376,0.152,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Attended Head Start ,0.092,0.108,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Poverty,0.314,0.107,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Year bornb ,-0.019,0.011,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Illegal activity,0.397,0.033,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Risk-averse attitudes,-0.092,0.015,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, Rosenberg Esteem Scale score,0.023,0.017,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, Pearlin Mastery Scale score  ,0.002,0.015,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Depression,0.033,0.01,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Repeated a grade,0.523,0.142,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, Graduated high school  ,-0.591,0.101,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Income (logged),-0.032,0.017,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Economic idleness ,0.591,0.184,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Rural,0.084,0.119,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Urban ,-0.068,0.095,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Midwest,0.452,0.187,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,South ,0.151,0.172,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,West,0.397,0.175,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Public insurance ,-0.493,0.083,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Private insurance ,-0.166,0.117,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Agec ,0.218,0.031,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Age2 c ,-0.011,0.002,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,School Punishment Only,-0.114,0.132,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Therapy/Medication Only ,1.435,0.149,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Therapy/Medication _ School Punishment ,-0.145,0.22,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Non-Hispanic Black,-0.362,0.134,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,1,Hispanic,-0.336,0.142,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Externalizing behavior symptoms,0.051,0.017,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, PIAT math score,-0.009,0.006,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,PIAT reading recognition score ,0.005,0.005,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Repeated a grade ,0.232,0.184,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Attended Head Start ,-0.056,0.124,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Poverty,-0.144,0.107,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Year bornb ,0.023,0.011,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Illegal activity,0.324,0.038,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Risk-averse attitudes,-0.048,0.016,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, Rosenberg Esteem Scale score,0.023,0.02,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, Pearlin Mastery Scale score  ,0.05,0.018,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Depression,0.096,0.011,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Repeated a grade,-0.144,0.167,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0, Graduated high school  ,0.066,0.102,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Income (logged),-0.021,0.025,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Economic idleness ,0.397,0.226,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Rural,-0.173,0.122,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Urban ,-0.055,0.103,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Midwest,0.111,0.152,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,South ,0.166,0.145,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,West,0.277,0.174,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Public insurance ,0.163,0.114,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Private insurance ,0.429,0.148,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Agec ,-0.25,0.03,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,3,0,Age2 c ,0.011,0.002,,,,,,,,multilevel logistic,2,1,
THE INFLUENCE OF EARLY SCHOOL PUNISHMENT AND THERAPY/MEDICATION ON SOCIAL CONTROL EXPERIENCES DURING YOUNG ADULTHOOD ,crim,2016,54,1,0,1,1,1,4,1,School Punishment Only,0.749,0.214,,,,,,,,Multinomial Growth„Curve Models ,2,1,
